code,CC_1,CC_2,name,measured,class_in,class_out,classF_in,classF_out,near_share_in,near_share_out,changed,changedF,audit_t1,audit_t12,audit_from,audit_to,audit_from_stale
CB001,DOM,HTI,Plaine du Nord?Massacre,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
CB002,DOM,HTI,Artibonito,FALSE,DA,DA,DA,DA,0.14614160630697282,0.14614160630697282,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
CB003,DOM,HTI,Los Lagos,FALSE,UB,UB,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
CB004,DOM,HTI,Pedernales,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,TRUE,IU1,UB,FALSE
EB010 - EB012,HRV,SVN,Cerknica / Kupa Aquifer; Ko?evje Goteni?ka Gora Aquifer; Radovica-Metlika / Zumberak Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB013,HRV,SVN,Ormo?-Sredi??e ob Drava / Drava-Vara?din Aquifer,FALSE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB014 - EB015,HRV,SVN,Bregana-Obre?je / Sava-Samobor,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB016 - EB021,HRV,SVN,"Bizeljsko / Sutla Aquifer (Bo?, Roga?ka, Atomske Toplice, Bohor, Orlica Aquifers)",FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB022,HRV,SVN,Dolinsko-Ravensko / Mura Aquifer,FALSE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB023,BIH,HRV,Kupa Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,TRUE,TRUE,IU1,UB,FALSE
EB024,BIH,HRV,Una,FALSE,IU1,IU1,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB025,BIH,HRV,Krka,FALSE,IU1,IU1,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB026,BIH,HRV,Cetina,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB027,BIH,HRV,Neretva,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB028,BIH,HRV,Trebi?njica,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB029,HRV,MNE,Dinaric Littoral (West Coast aquifer),FALSE,IU1,IU1,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB030,BIH,MNE,Bile?ko Lake,FALSE,IU1,IU1,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB031,BIH,HRV,Posavina I / Sava Aquifer,FALSE,UB,UB,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB032,HRV,SRB,Srem-West Srem / Sava Aquifer,FALSE,UB,UB,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB033,HRV,SRB,South Western Backa / Dunav Aquifer,FALSE,UB,UB,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB034,HRV,HUN,Mura Aquifer,FALSE,IU0,IU0,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB035,HRV,HUN,Drava / Drava West Aquifer,FALSE,UB,UB,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB036,HRV,HUN,Northeast Backa / Danube -Tisza Interfluve or Backa / Danube-Tisza Interfluve Aquifer,FALSE,IU0,IU0,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB040,HUN,ROU,Mures / Maros alluvial fan aquifer,FALSE,DA,DA,DA,DA,0.17634055708982424,0.17634055708982424,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB041,HUN,ROU,"Körös Valley, Sárrét, Shallow Cri?uri aquifer",FALSE,DA,DA,DA,DA,0.054103436856609045,0.054103436856609045,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB042 - EB043,HUN,ROU,"Körös ? Cri?uri holocene, pleistocene transboundary aquifer (Hortobágy-Nagykunság Bihar Northern Part)",FALSE,IU1,IU1,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB044,ALB,MNE,"Skadar / Shkoder Lake, Dinaric East Coast Aquifer",FALSE,DA,DA,DA,DA,0.7275291103184385,0.7275291103184385,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB046,HUN,ROU,"Nyírség, keleti rész / Nyírség, east margin aquifer",FALSE,BL,BL,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB047,HUN,ROU,Somes / Szamos alluvial fan aquifer,FALSE,DA,DA,DA,DA,0.8684624814675368,0.8684624814675368,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB049,BIH,SRB,Tara Massif,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB050,MNE,SRB,Lim Aquifer,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB051,MNE,SRB,Pe?ter Aquifer,FALSE,IU0,IU0,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,TRUE,IU0,IU1,FALSE
EB052,MNE,SRB,Metohija Aquifer,TRUE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB052,MNE,XKX,Metohija Aquifer,TRUE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,TRUE,TRUE,IU0,IU1,FALSE
EB052,SRB,XKX,Metohija Aquifer,TRUE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB053,ALB,XKX,Beli Drim / Drini i Bardhë Aquifer,FALSE,UB,UB,DA,DA,0.23415928811788256,0.23415928811788256,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB054,MKD,XKX,Tetovo-Gostivar,FALSE,UB,UB,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB055,ALB,MKD,Korab / Bistra - Stogovo Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB056,ALB,MKD,Jablanica / Golobordo Aquifer,FALSE,IU1,IU1,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB057,ALB,GRC,Prespa and Ohrid Lake Aquifer,TRUE,DA,DA,DA,DA,0.4807124909462569,0.3648284279935116,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB057,ALB,MKD,Prespa and Ohrid Lake Aquifer,TRUE,DA,DA,DA,DA,0.3806138475357008,0.16888472599929177,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB057,GRC,MKD,Prespa and Ohrid Lake Aquifer,TRUE,DA,DA,DA,DA,0.4807124909462569,0.15107084890659586,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB059,ALB,GRC,Mourgana Mountain / Mali I Gjerë Aquifer,FALSE,IU0,IU0,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB061,ALB,GRC,Nemechka / Vjosa-Pogoni Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB062,GRC,MKD,Pelagonia - Florina / Bitolsko Aquifer,FALSE,DA,DA,DA,DA,0.9446090877807719,0.9446090877807719,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB063,GRC,MKD,Systima Axiou,FALSE,DA,DA,DA,DA,0.4399865735947549,0.4399865735947549,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB064 - EB066,GRC,MKD,Dojran / Doirani Lake aquifer,FALSE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB067 - EB069,BGR,GRC,Sandansky-Petrich Aquifer ; Sandansky Valley Aquifer ; Petrich Valley Aquifer,TRUE,IU1,IU1,BL,DA,1,1,FALSE,TRUE,TRUE,TRUE,IU1,UB,FALSE
EB067 - EB069,BGR,MKD,Sandansky-Petrich Aquifer ; Sandansky Valley Aquifer ; Petrich Valley Aquifer,TRUE,IU1,IU1,BL,DA,0.9930013203373411,0.4704278381705421,FALSE,TRUE,FALSE,TRUE,IU1,UB,FALSE
EB067 - EB069,GRC,MKD,Sandansky-Petrich Aquifer ; Sandansky Valley Aquifer ; Petrich Valley Aquifer,TRUE,BL,DA,DA,DA,1,0.6311971604036315,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
EB070,MKD,XKX,The former Yugoslav Republic of Macedonia - Central Serbia,FALSE,DA,DA,DA,DA,0.291681434795203,0.291681434795203,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB071,MKD,SRB,The former Yugoslav Republic of Macedonia - SW Serbia,FALSE,BL,BL,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB072,BGR,SRB,Zemen,FALSE,IU0,IU0,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB073,BGR,SRB,Stara Planina / Salasha Montana Aquifer,FALSE,UB,UB,DA,DA,0.5612392630563483,0.5612392630563483,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB075,ROU,SRB,Miroc & Golubac,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB076,ROU,SRB,Dacian Basin,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB077,BGR,GRC,Orvilos-Agistros / Gotze Delchev aquifer,FALSE,IU0,IU0,BL,BL,1,1,FALSE,FALSE,TRUE,TRUE,IU0,IU1,FALSE
EB078,BGR,GRC,Nastan-Trigrad,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,TRUE,TRUE,IU0,IU1,FALSE
EB079,BGR,GRC,Smolyan,FALSE,IU1,IU1,UB,UB,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB080,BGR,GRC,Rudozem,FALSE,IU1,IU1,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB081,BGR,GRC,Erma Reka,FALSE,IU0,IU0,IU0,IU0,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB082,GRC,TUR,Evros / Meriç,FALSE,BL,BL,DA,DA,0.9968074372567609,0.9968074372567609,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB083,BGR,GRC,Orestiadas System,TRUE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB083,BGR,TUR,Orestiadas System,TRUE,IU1,IU1,BL,BL,1,0.999999999999999,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB083,GRC,TUR,Orestiadas System,TRUE,IU0,IU0,BL,DA,1,0.999999999999999,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
EB085,BGR,TUR,Topolovgrad Massif Aquifer,FALSE,IU1,IU1,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB086,BGR,TUR,Malko Tarnovo Karst waterbearing massif,FALSE,IU0,IU0,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB087,BGR,ROU,Dobrudja / Dobrogea Neogene  Sarmatian aquifer,FALSE,DA,DA,DA,DA,0.7565424830733422,0.7565424830733422,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB088,BGR,ROU,Dobrudja / Dobrogea Upper Jurassic - Lower Cretaceous Aquifer,FALSE,DA,DA,DA,DA,0.3635731262172338,0.3635731262172338,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB089,MDA,ROU,Danube-Prut,TRUE,UB,UB,DA,DA,1,0.9999999999999991,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB089,MDA,UKR,Danube-Prut,TRUE,UB,UB,DA,DA,1,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB089,ROU,UKR,Danube-Prut,TRUE,BL,BL,DA,DA,1,1.0000000000000013,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB090,MDA,ROU,Middle Sarmantian Pontian Aquifer,FALSE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,TRUE,TRUE,IU1,UB,FALSE
EB091,MDA,ROU,Prut,FALSE,UB,UB,DA,DA,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB092,BIH,MNE,Piva,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EB093,ALB,MNE,Cijevna / Cemi Aquifer,FALSE,IU1,IU1,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU001,ESP,PRT,Low Miño / Minho,FALSE,UB,UB,UB,UB,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU008,ESP,PRT,Ciudad Rodrigo,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU010,ESP,PRT,Detrital Aquifer of the Guadiana Middle Basin,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU024,CHE,FRA,Nappe du Genevois,FALSE,UB,UB,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU035,AUT,DEU,Thermalwasser im Tiefen Malmkarst des südbayerischen und oberösterreichischen Molassebeckens,FALSE,DA,DA,DA,DA,0,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU073,AUT,HUN,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU073,AUT,SVN,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,TRUE,DA,DA,DA,DA,0.896930469609693,0.8969304696096957,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU073,HRV,HUN,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,TRUE,IU1,IU1,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU073,HRV,SVN,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,TRUE,IU1,IU1,BL,BL,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU073,HUN,SVN,Gori?ko Aquifer; Mura - Zala Basin / Radgona - Va? Aquifer; Kot Aquifer,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU077,HUN,SVK,"Szigetköz, Hanság-Rábca / Podunajska Basin, Zitny Ostrov",FALSE,DA,DA,DA,DA,0.7627985547069549,0.7627985547069549,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU081,HUN,SVK,Ipoly Völgy / Alúvium Ipla,FALSE,UB,UB,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU082,HUN,SVK,Slovensky Kras / Aggtelek Aquifer,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU083,HUN,SVK,Bodrog Aquifer,FALSE,DA,DA,DA,DA,0.959520933235664,0.959520933235664,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU084,ROU,UKR,Siret,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU085,MDA,UKR,Dniester,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU086; EU088 - EU089,BLR,UKR,Cenomanian Terringeous Aquifer; Upper Proterozoic Terringenous Aquifer; Pripyat,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU087; EU094,BLR,UKR,Paleogene-Neogene Terringenous Aquifer; Cenomanian Carbonate-Terrigenous Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU095 - EU098,BLR,LTU,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU095 - EU098,BLR,POL,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU095 - EU098,LTU,POL,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU095 - EU098,LTU,RUS,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU095 - EU098,POL,RUS,Aquifers in Quaternary Deposits; Oxfordian-Cenomanian Carbonate-Terrigenous Aquifer; Mazursko-Podlaski Aquifer; Upper Cretaceous Aquifer,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU099,BLR,LTU,Daugava,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU099,BLR,LVA,Daugava,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU099,BLR,RUS,Daugava,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU099,LTU,LVA,Daugava,TRUE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU099,LVA,RUS,Daugava,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU108,EST,RUS,Cambrian-Ordovician Aquifer System,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU109,EST,RUS,Cambrian-Vendian-Voronka Aquifer System,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU112,BLR,RUS,Upper Devonian Terrigenous-Carbonate Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU123,FIN,RUS,Kanunkankaat Aquifer,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU282,AUT,HUN,Upper Pannonian Thermal Aquifer,TRUE,DA,DA,DA,DA,0.8889266818317703,0.8545441118307157,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU282,AUT,SVK,Upper Pannonian Thermal Aquifer,TRUE,DA,DA,DA,DA,0.8889266818317703,0.13055010931335748,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU282,AUT,SVN,Upper Pannonian Thermal Aquifer,TRUE,DA,DA,DA,DA,0.8889266818317703,0.022567719138032585,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU282,HRV,HUN,Upper Pannonian Thermal Aquifer,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU282,HRV,SVN,Upper Pannonian Thermal Aquifer,TRUE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU282,HUN,SVK,Upper Pannonian Thermal Aquifer,TRUE,DA,DA,DA,DA,0.5785070723122563,0.16935860870827885,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU282,HUN,SVN,Upper Pannonian Thermal Aquifer,TRUE,DA,DA,DA,DA,0.5785070723122563,0.20500693579614288,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU284,EST,LVA,Quaternary aquifer system; Upper-Devonian (P?avi?as?Ogre) aquifer system; Upper-Middle-Devonian (Aruküla?Amata) aquifer system; Lower-Middle-Devonian aquifer system,FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU301,BEL,NLD,Quartair en pliomioceenzand van de Schelde / Sables quaternaires et plio-miocènes de l'Escaut,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU302,BEL,NLD,Quartair en oligoceenzand in de polders / Sables quaternaires et oligocènes des polders,FALSE,UB,UB,UB,UB,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU303,BEL,NLD,Quartair en oligoceenzand aan de kust / Sables quaternaires et oligocènes de la côte,FALSE,DA,DA,DA,DA,0.4009964216677406,0.4009964216677406,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU304,BEL,NLD,Duinen en polders Oost-Vlaanderen / Dunes et polders de Flandre Orientale,FALSE,UB,UB,UB,UB,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU305,BEL,NLD,Duinen en kustgebieden / Dunes et zones côtières,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU306,BEL,NLD,Kempens zand / Sables de Campine,FALSE,DA,DA,DA,DA,0.8803217544843355,0.8803217544843355,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU307,BEL,NLD,Oligoceenzand / Sables Oligocènes,FALSE,DA,DA,DA,DA,0.918246304682245,0.918246304682245,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU308,BEL,NLD,Alluviale afzettingen van het Pleistoceen / Dépôts alluviaux du Pléistocène,FALSE,DA,DA,DA,DA,0.8800878464684775,0.8800878464684775,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU309,BEL,FRA,Zandlaag van Orchies / Sables d'Orchies,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU310,BEL,FRA,Vlaamse zandlaag / Sables des Flandres,FALSE,DA,DA,BL,BL,0.2605067994390927,0.2605067994390927,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU311,BEL,FRA,Kolenkalk / Calcaires du Carbonifère,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU312,BEL,FRA,Krijtlaag van de Deûle / Craie de la Deûle,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU313,BEL,FRA,Krijtlaag Valenciennes-Bergen / Craies de Valenciennes-Mons,FALSE,BL,BL,BL,BL,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU314,NOR,SWE,Magnor / Kortlanda-Eda glasbruk,FALSE,IU0,IU0,IU0,IU0,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU315,NOR,SWE,Svullrya / Lekvattnet-Rottnemon,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU317,AUT,SVN,Petzen / Peca (part of the Karawanken / Karavanke transboundary groundwater body),FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU318,AUT,SVN,Uschowa / Ol?eva (part of the Karawanken / Karavanke transboundary groundwater body),FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU319,AUT,SVN,Koschuta / Ko?uta (part of the Karawanken / Karavanke transboundary groundwater body),FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU320,AUT,SVN,Westliche Karawanken / Kepa (part of the Karawanken / Karavanke transboundary groundwater body),FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU321,AUT,SVN,Vellacher Kotschna / Bela (part of the Karawanken / Karavanke transboundary groundwater body),FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU322,HRV,SVN,Sliv Kvarnerskog zaljeva / Obmo?je Kvarnerskega zaliva,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU323,HRV,SVN,Sliv Reke / Obmo?je Reke,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU324,HRV,SVN,Sliv izvora Rije?ine i Grobni?kog polja / Obmo?je izvira Rije?ine in Grobni?kega polja,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU325,HRV,SVN,Sliv Ri?ane / Obmo?je Ri?ane,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU326,HRV,SVN,Sliv Dragonje / Obmo?je Dragonje,FALSE,UB,UB,UB,UB,1,1,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU327,HRV,SVN,Sliv izvora u gradu Rijeci / Obmo?je izvirov v mestu Reka,FALSE,IU1,IU1,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU329,HRV,SVN,Sliv izvora Sv. Ivan / Obmo?je izvira Sv. Ivan,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU332,HRV,SVN,Sliv izvora Bula? / Obmo?je izvira Bula?,FALSE,IU0,IU0,IU1,IU1,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU334,HRV,SVN,Sliv Bra?ane / Obmo?je Bra?ane,FALSE,IU0,IU0,IU0,IU0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU336,CHE,DEU,Aquifère du Rhin Supérieur / Oberrheinaquifer,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU336,CHE,FRA,Aquifère du Rhin Supérieur / Oberrheinaquifer,TRUE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU336,DEU,FRA,Aquifère du Rhin Supérieur / Oberrheinaquifer,TRUE,DA,DA,DA,DA,0.5285898233308333,0.5327678046332518,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU337,POL,UKR,"Quaternary, Lower Neogene and Upper Cretaceous sediments in the transboundary Bug, San and Dniester River Basins",FALSE,UB,UB,DA,DA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
EU338,DEU,POL,Usedom / Uznam Island Quaternary Aquifer,FALSE,UB,UB,UB,UB,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
