code,name,CC_1,CC_2,class,classF,cooperation_level,has_river_border,dist_class,class_stage1,classF_stage1,class_stage2,classF_stage2,measured_stage2,changed_stage2,changed_stage3,changed_overall,near_share_stage1,near_share_stage2,audit_error_class,audit_tier,comment_stage2,comment_stage3
AF083,Aquifère du Rift / Rift Aquifer,RWA,UGA,UB,DA,0,FALSE,100+km,UB,DA,UB,DA,True,False,False,False,,,,,,
AF090,Colluvium and residual soils,MOZ,MWI,UB,UB,0,FALSE,0-10km,UB,UB,UB,UB,False,False,False,False,,,,,,
AF094,River alluvium,MOZ,MWI,UB,UB,0,FALSE,0-10km,UB,UB,UB,UB,False,False,False,False,0.0,0.0,,,,
AF095,Ruo River,MOZ,MWI,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
AF102,Mwanza gritty conglomerates,MOZ,MWI,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
AF103,Basalt lava flow,MOZ,MWI,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
AF104,Mwanza grits and shales,MOZ,MWI,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AF105,Upper sandstones (grits and sandstones),MOZ,MWI,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AF106,Lower sandstones,MOZ,MWI,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
AF107,Mwanza grits and shales,MOZ,MWI,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AF108,Mwanza grits and shales,MOZ,MWI,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AF109,Basalt lava flow,MOZ,MWI,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AF121,Colluvium and residual soils,MWI,TZA,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
AF122,Mwanza grits and shales,MWI,TZA,IU1,IU1,0,TRUE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,1.0,1.0,,,,
AF123,River alluvium,MWI,TZA,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
AF124,Shire alluvial aquifer,MOZ,MWI,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,0.0,0.0,,,,
AF125,Bulal Basalt,ETH,KEN,IU0,IU1,0,FALSE,0-10km,IU0,IU1,IU0,IU1,False,False,False,False,,,,,,
AF126,Kasserine Aquifer System,DZA,TUN,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
AS001,Western Mountain Aquifer,EGY,ISR,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,True,False,False,False,0.7571,0.7449,,,,
AS001,Western Mountain Aquifer,EGY,PSE,DA,DA,0,FALSE,100+km,BL,DA,DA,DA,True,True,False,True,1.0,0.7581,,,stage 2 (BL->DA): near-zone share 1.000 -> 0.758,
AS001,Western Mountain Aquifer,ISR,PSE,BL,DA,0,FALSE,10-100km,BL,DA,BL,DA,True,False,False,False,1.0,1.0,,,,
AS002,Coastal Aquifer Basin,EGY,ISR,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,True,False,False,False,0.6771,0.5472,,,,
AS002,Coastal Aquifer Basin,EGY,PSE,DA,DA,0,FALSE,100+km,BL,BL,DA,DA,True,True,False,True,1.0,0.7081,E,1,stage 2 (BL->DA): near-zone share 1.000 -> 0.708,"stage 3: audit correction (class E, tier 1) withdrawn -- stage 2 independently reaches DA, so the correction is corroborated rather than applied"
AS002,Coastal Aquifer Basin,ISR,PSE,BL,BL,0,FALSE,10-100km,BL,BL,BL,BL,True,False,False,False,1.0,1.0,,,,
AS003,Northeastern Mountain Aquifer,ISR,PSE,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.9618,0.9618,,,,
AS004,Anti-Lebanon Mountain range,LBN,SYR,BL,DA,0,TRUE,10-100km,BL,DA,BL,DA,False,False,False,False,0.9911,0.9911,,,,
AS008,Psou Aquifer,GEO,RUS,UB,UB,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,True,True,,,B,2,,"stage 3 (IU1->UB): audit class B, tier 2 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; target re-derived from the rule on the corrected frame; evidence on the GEO side"
AS010,Upper Jezira,IRQ,SYR,DA,DA,0,TRUE,10-100km,DA,BL,DA,DA,True,True,False,True,0.9899,0.9899,,,stage 2 (DA->DA): zone areas re-measured against this dyad's own border,
AS010,Upper Jezira,IRQ,TUR,DA,DA,0,TRUE,10-100km,BL,BL,DA,DA,True,True,False,True,0.9964,0.1814,,,stage 2 (BL->DA): near-zone share 0.996 -> 0.181,
AS010,Upper Jezira,SYR,TUR,DA,DA,0,TRUE,10-100km,BL,DA,DA,DA,True,True,False,True,0.9964,0.9839,,,stage 2 (BL->DA): near-zone share 0.996 -> 0.984,
AS011,Syrt,KAZ,RUS,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,False,False,False,False,0.0017,0.0017,,,,
AS012,Leninak-Shiraks Aquifer,ARM,TUR,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.99,0.99,,,,
AS013,Terek Aquifer,GEO,RUS,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS015,Debed / Debeda River Aquifer,ARM,AZE,IU1,BL,0,FALSE,0-10km,IU1,BL,IU1,BL,True,False,False,False,1.0,1.0,,,,
AS015,Debed / Debeda River Aquifer,ARM,GEO,BL,BL,0,TRUE,0-10km,BL,BL,BL,BL,True,False,False,False,1.0,1.0,,,,
AS015,Debed / Debeda River Aquifer,AZE,GEO,IU1,BL,0,FALSE,0-10km,IU1,BL,IU1,BL,True,False,False,False,1.0,1.0,,,,
AS016,Ktsia-Khrami Aquifer,AZE,GEO,IU1,BL,0,FALSE,0-10km,IU1,BL,IU1,BL,False,False,False,False,,,,,,
AS017,Agstev / Akstafa - Tavush / Tovuz Aquifer,ARM,AZE,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.9496,0.9496,,,,
AS018,Alazan-Agrichay Aquifer,AZE,GEO,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.067,0.067,,,,
AS019,Pre-Caspian,KAZ,RUS,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,False,False,False,False,0.0171,0.0171,,,,
AS020,Sulak Aquifer,GEO,RUS,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS021,Nakhichevan / Larijan and Djebrail Aquifer,AZE,IRN,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.8551,0.8551,,,,
AS022,"Herher, Malishkin and Jermuk Aquifers",ARM,AZE,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS023,Vorotan-Akora Aquifer,ARM,AZE,IU1,BL,0,FALSE,0-10km,IU1,BL,IU1,BL,False,False,False,False,1.0,1.0,,,,
AS025,Iori / Gabirry Aquifer,AZE,RUS,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS026,Lenkoran/Astara,AZE,IRN,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.7322,0.7322,,,,
AS027,Samur Aquifer,AZE,RUS,BL,DA,0,TRUE,10-100km,BL,DA,BL,DA,False,False,False,False,1.0,1.0,,,,
AS031,South-Pred-Ural Aquifer,KAZ,RUS,UB,DA,0,FALSE,100+km,UB,DA,UB,DA,False,False,False,False,,,,,,
AS035,Amu Darya (2),KAZ,TKM,IU0,IU0,0,FALSE,100+km,IU1,IU1,IU0,IU0,True,True,False,True,,,,,stage 2 (IU1->IU0): the urban land in the 100 km band lay along a different border,
AS035,Amu Darya (2),KAZ,UZB,IU1,IU1,0,FALSE,100+km,IU1,IU1,IU1,IU1,True,False,False,False,,,,,,
AS035,Amu Darya (2),TKM,UZB,IU0,IU0,0,FALSE,100+km,IU0,IU0,IU0,IU0,True,False,False,False,,,,,,
AS036,Syr Darya,KAZ,UZB,IU1,IU1,0,FALSE,100+km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
AS037,Birata-Urgench,TKM,UZB,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.6326,0.6326,,,,
AS040,Sherabad,TKM,UZB,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,0.204,0.204,,,,
AS041,Amu Darya (1),AFG,UZB,UB,BL,0,TRUE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
AS042,Kofarnihon Aquifer,TJK,UZB,IU0,BL,0,TRUE,0-10km,IU0,BL,IU0,BL,False,False,False,False,,,,,,
AS043,Karatag / North-Surhandarya Aquifer,TJK,UZB,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.4431,0.4431,,,,
AS044,Zeravshan Aquifer,TJK,UZB,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.1475,0.1475,,,,
AS046,Havost,TJK,UZB,BL,BL,0,FALSE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
AS047,Pretashkent Aquifer,KAZ,UZB,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.7558,0.7558,,,,
AS048,Zafarobod Aquifer,TJK,UZB,BL,BL,0,FALSE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
AS049,Syr-Darya 3,TJK,UZB,BL,BL,0,TRUE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
AS050,Kokaral,TJK,UZB,BL,BL,0,FALSE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
AS051,Dalverzin Aquifer,TJK,UZB,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.9823,0.9823,,,,
AS053,Sulyukta-Batken-Nau-Isfara Aquifer,KGZ,TJK,BL,BL,0,FALSE,0-10km,BL,BL,BL,BL,True,False,False,False,1.0,1.0,,,,
AS053,Sulyukta-Batken-Nau-Isfara Aquifer,TJK,UZB,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.7975,0.4249,,,,
AS054,South Talas Aquifer,KAZ,KGZ,BL,BL,0,FALSE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
AS055,North Talas Aquifer,KAZ,KGZ,BL,DA,0,FALSE,10-100km,BL,DA,BL,DA,False,False,False,False,0.99,0.99,,,,
AS057,Shorsu Aquifer,TJK,UZB,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,1.0,1.0,,,,
AS058,Sokh Aquifer,KGZ,UZB,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
AS059,Syr-Darya 2,TJK,UZB,IU1,IU1,0,TRUE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,1.0,1.0,,,,
AS060,Almos-Vorzik Aquifer,KGZ,UZB,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,1.0,1.0,,,,
AS061,Kasansay Aquifer,KGZ,UZB,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,1.0,1.0,,,,
AS062,Nanay,KGZ,UZB,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
AS063,Iskovat-Pishkaran Aquifer,KGZ,UZB,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
AS064,Naryn Aquifer,KGZ,UZB,IU1,BL,0,TRUE,0-10km,IU1,BL,IU1,BL,False,False,False,False,1.0,1.0,,,,
AS065,Yarmazar,KGZ,UZB,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
AS066,Chimion-Aval,KGZ,UZB,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
AS068,Karaungur,KGZ,UZB,UB,BL,0,TRUE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
AS069,Osh-Aravan Aquifer,KGZ,UZB,BL,BL,0,TRUE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
AS070,Vakhsh Aquifer,AFG,TJK,IU1,IU1,0,TRUE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,1.0,1.0,,,,
AS071,Chu Basin,KAZ,KGZ,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.4707,0.4707,,,,
AS072,Ile River Valley,CHN,KAZ,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,False,False,False,False,0.063,0.063,,,,
AS074,Tacheng Basin / Alakol,CHN,KAZ,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0638,0.0638,,,,
AS076,Zaisan Artesian Basin / Ertix River Plain,CHN,KAZ,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,False,False,False,False,0.0741,0.0741,,,,
AS077,Yenisei Upstream,MNG,RUS,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,False,False,False,False,0.0,0.0,,,,
AS081,Nu River Valley Aquifer,CHN,MMR,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,0.7359,0.7359,,,,
AS082,Salween River Aquifer,MMR,THA,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.4092,0.4092,,,,
AS083,Upriver of Zuo River,CHN,VNM,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,0.3146,0.3146,,,,
AS086,Upper Yalu River Basin,CHN,PRK,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.7017,0.7017,,,,
AS087,Middle Heilongjiang - Amur River Basin,CHN,RUS,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,False,False,False,False,0.8805,0.8805,,,,
AS088,Merauke - Ketu Basin Aquifer,IDN,PNG,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,False,False,False,False,,,,,,
AS089,Cambodia Mekong River Delta Aquifer,KHM,VNM,DA,DA,0,TRUE,100+km,BL,DA,BL,DA,False,False,True,True,1.0,1.0,E,1,,"stage 3 (BL->DA): audit class E, tier 1 -- interior cropland understated, so the near-zone share is overstated; evidence on the KHM side"
AS090,Khorat Plateau Aquifer,LAO,THA,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,0.195,0.195,,,,
AS091,Lower Mekong River 2 Aquifer,LAO,THA,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.872,0.8687,,,,
AS091,Lower Mekong River 2 Aquifer,LAO,VNM,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,True,False,False,False,0.872,0.0,,,,
AS092,Hong River Basin,CHN,VNM,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,0.098,0.098,,,,
AS093,Downstream of Lancang River,CHN,MMR,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0112,0.0112,,,,
AS094,Bulgan River,CHN,MNG,IU0,IU0,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,0.0,0.0,,,,
AS095,Uvs Lake Aquifer,MNG,RUS,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
AS096,Shishhid River Aquifer,MNG,RUS,IU0,IU0,0,TRUE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS097,Delger River,MNG,RUS,IU0,IU0,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS098,Zelter Basin,MNG,RUS,IU1,BL,0,FALSE,0-10km,IU1,BL,IU1,BL,False,False,False,False,0.0,0.0,,,,
AS100,Minj River Basin,MNG,RUS,IU0,IU0,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS101,Balj River Basin,MNG,RUS,IU0,IU1,0,FALSE,10-100km,IU0,IU1,IU0,IU1,False,False,False,False,,,,,,
AS102,Onon River Basin,MNG,RUS,IU0,IU1,0,FALSE,10-100km,IU0,IU1,IU0,IU1,False,False,False,False,,,,,,
AS103,Ulz River Basin,MNG,RUS,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
AS104,Erguna River,CHN,RUS,IU1,IU1,0,TRUE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
AS105,Zeya River Basin,CHN,RUS,BL,DA,0,TRUE,10-100km,BL,DA,BL,DA,False,False,False,False,1.0,1.0,,,,
AS106,Kherlen River Basin,CHN,MNG,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
AS108,Buir Lake / Khalkha River Aquifer,CHN,MNG,IU0,IU0,0,TRUE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS109,Zamyn-Üüd Basin,CHN,MNG,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
AS110,Onch Khairkhani Sair Aquifer,CHN,MNG,IU0,IU0,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS111,Dankhan Khudgiin Sair Aquifer,CHN,MNG,IU0,IU0,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
AS113,Kabul River Aquifer,AFG,PAK,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0038,0.0038,,,,
AS114,Lower Yalu River Basin,CHN,PRK,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.5759,0.5759,,,,
AS115,Middle of Korea Peninsula,KOR,PRK,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0429,0.0429,,,,
AS118,Lower Mekong River 1 Aquifer,LAO,MMR,UB,DA,0,TRUE,10-100km,UB,BL,UB,DA,True,True,False,True,0.9975,0.997,,,stage 2 (UB->UB): near-zone share 0.998 -> 0.997,
AS118,Lower Mekong River 1 Aquifer,LAO,THA,UB,BL,0,TRUE,10-100km,UB,BL,UB,BL,True,False,False,False,0.9975,0.9975,,,,
AS118,Lower Mekong River 1 Aquifer,MMR,THA,DA,BL,0,TRUE,10-100km,DA,BL,DA,BL,True,False,False,False,0.9552,0.9552,,,,
AS119,Karst Aquifer of Upper Hong River and Zuojiang Valley,CHN,VNM,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,0.2498,0.2498,,,,
AS120,Beilun River Basin,CHN,VNM,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,0.2438,0.2438,,,,
AS122,Kura River Valley Aquifer,AZE,GEO,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,0.0061,0.0061,,,,
AS123,Taurus-Zagros Mountain range,IRN,IRQ,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.3686,0.3477,,,,
AS123,Taurus-Zagros Mountain range,IRN,TUR,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,True,False,False,False,0.3686,0.0049,,,,
AS123,Taurus-Zagros Mountain range,IRQ,SYR,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.7931,0.3611,,,,
AS123,Taurus-Zagros Mountain range,IRQ,TUR,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.1218,0.0376,,,,
AS123,Taurus-Zagros Mountain range,SYR,TUR,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.7931,0.5766,,,,
AS124,Jezira Tertiary Limestone Aquifer System,IRQ,SYR,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,True,False,False,False,0.5966,0.5966,,,,
AS124,Jezira Tertiary Limestone Aquifer System,SYR,TUR,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.205,0.2008,,,,
AS125,Neogene Aquifer System (North-West): Upper and Lower Fars,IRQ,SYR,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.2148,0.2148,,,,
AS126,Saq-Ram Aquifer System (West) / Disi,JOR,SAU,DA,DA,3,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.066,0.066,,,,
AS127,Wasia-Biyadh-Aruma Aquifer System (North): Sakaka-Rutba,IRQ,SAU,IU1,IU1,0,FALSE,100+km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
AS128,Neogene Aquifer System (South-East): Dibdibba-Kuwait Group,IRQ,KWT,DA,DA,0,FALSE,100+km,UB,DA,UB,DA,True,False,True,True,0.6234,0.2844,C,1,,"stage 3 (UB->DA): audit class C, tier 1 -- groundwater irrigation absent from the whole polygon, contradicted by external sources; evidence on the IRQ side"
AS128,Neogene Aquifer System (South-East): Dibdibba-Kuwait Group,IRQ,SAU,IU1,IU1,0,FALSE,100+km,UB,DA,IU1,IU1,True,True,False,True,0.1548,0.0,,,stage 2 (UB->IU1): all groundwater-irrigated cropland in the 100 km band belonged to another country's border; near-zone share 0.155 -> 0.000,
AS128,Neogene Aquifer System (South-East): Dibdibba-Kuwait Group,KWT,SAU,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,True,False,False,False,0.6234,0.3657,,,,
AS129,Tawil Quaternary Aquifer System: Wadi Sirhan Basin,JOR,SAU,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,0.0012,0.0012,,,,
AS130,Umm er Radhuma-Dammam Aquifer System (North): Widyan-Salman,IRQ,KWT,UB,DA,0,FALSE,100+km,UB,DA,UB,DA,True,False,False,False,0.6234,0.2844,,,,
AS130,Umm er Radhuma-Dammam Aquifer System (North): Widyan-Salman,IRQ,SAU,UB,UB,0,FALSE,100+km,UB,DA,IU1,IU1,True,True,True,True,0.0,0.0,D,1,stage 2 (UB->IU1): all groundwater-irrigated cropland in the 100 km band belonged to another country's border,"stage 3 (IU1->UB): audit class D, tier 1 -- irrigation present on the polygon but recorded outside the 100 km band; target re-derived from the rule on the corrected frame (stage-1 target was DA); future target re-inferred DA -> UB; evidence on the IRQ side"
AS130,Umm er Radhuma-Dammam Aquifer System (North): Widyan-Salman,KWT,SAU,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,True,False,False,False,0.6234,0.3657,,,,
AS131,Wajid Aquifer System,SAU,YEM,IU1,IU1,0,FALSE,100+km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
AS132,Sarakhas Aquifer,IRN,TKM,BL,BL,0,TRUE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
AS138,Tes River Basin,MNG,RUS,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
AS139,Wasia-Biyadh-Aruma Aquifer System (South): Tawila-Mahra/Cretaceous Sands,SAU,YEM,IU1,IU1,0,FALSE,100+km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
AS140,Umm er Radhuma-Dammam Aquifer System (Centre): Gulf,ARE,SAU,IU1,IU1,0,FALSE,10-100km,BL,BL,IU1,IU1,True,True,False,True,1.0,0.9995,,,stage 2 (BL->IU1): the side with less irrigation loses its 100 km-band cropland once the band is measured to this dyad's border; near-zone share 1.000 -> 1.000,
AS140,Umm er Radhuma-Dammam Aquifer System (Centre): Gulf,QAT,SAU,UB,UB,0,FALSE,100+km,DA,DA,UB,UB,True,True,False,True,0.0,0.0,,,stage 2 (DA->UB): the side with less irrigation loses its 100 km-band cropland once the band is measured to this dyad's border,
AS141,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,ARE,OMN,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,True,False,False,False,0.4025,0.3958,,,,
AS141,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,ARE,SAU,IU1,IU1,0,FALSE,100+km,IU1,IU1,IU1,IU1,True,False,False,False,0.4025,0.0012,,,,
AS141,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,OMN,SAU,IU1,IU1,0,FALSE,100+km,IU1,IU1,IU1,IU1,True,False,False,False,0.0405,0.0,,,,
AS141,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,OMN,YEM,IU0,IU0,0,FALSE,100+km,IU1,IU1,IU0,IU0,True,True,False,True,0.0405,0.0,,,stage 2 (IU1->IU0): all groundwater-irrigated cropland in the 100 km band belonged to another country's border; the urban land in the 100 km band lay along a different border; near-zone share 0.041 -> 0.000,
AS141,Umm er Radhuma-Dammam Aquifer System (South): Rub' al Khali,SAU,YEM,IU0,IU0,0,FALSE,100+km,IU0,IU0,IU0,IU0,True,False,False,False,0.0,0.0,,,,
AS142,Basalt Aquifer System (West): Yarmouk Basin,JOR,SYR,BL,DA,0,TRUE,10-100km,BL,DA,BL,DA,False,False,False,False,0.993,0.993,,,,
AS143,Basalt Aquifer System (South): Azraq-Dhuleil Basin,JOR,SYR,BL,BL,0,FALSE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
AS150,Irtysh-Obsky,KAZ,RUS,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,False,False,False,False,0.0749,0.0749,,,,
AS151,Limbang Aquifer,BRN,MYS,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
AS152,Golok Aquifer,MYS,THA,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
AS153,Baram Aquifer,BRN,MYS,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,True,False,False,False,,,,,,
AS153,Baram Aquifer,IDN,MYS,IU0,IU0,0,FALSE,10-100km,IU1,IU1,IU0,IU0,True,True,False,True,,,,,stage 2 (IU1->IU0): the urban land in the 100 km band lay along a different border,
AS154,Palah Basin Aquifer,IDN,MYS,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,0.0,0.0,,,,
AS155,Jayapura Basin Aquifer,IDN,PNG,UB,UB,0,FALSE,100+km,UB,UB,UB,UB,False,False,False,False,,,,,,
AS156,Besikama Basin Aquifer,IDN,TLS,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,0.9941,0.9941,,,,
AS157,Eocene Aquifer,ISR,LBN,IU1,BL,0,FALSE,0-10km,IU1,BL,IU1,BL,False,False,False,False,1.0,1.0,,,,
AS158,Indo-Gangetic Basin alluvial aquifer system,BGD,IND,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.1758,0.172,,,,
AS158,Indo-Gangetic Basin alluvial aquifer system,IND,NPL,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.6007,0.5771,,,,
AS158,Indo-Gangetic Basin alluvial aquifer system,IND,PAK,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.0555,0.0558,,,,
AS159,Eastern Mountain Aquifer,ISR,PSE,UB,BL,0,FALSE,0-10km,UB,BL,UB,BL,False,False,False,False,0.8445,0.8445,,,,
